2026-05-19T00:00:25.152+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-10] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/shift-requests/eligible-peers | Status: 200
2026-05-19T00:00:27.295+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.b.l.i.ApiLoggingInterceptor          : Request: POST /api/shift-requests | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:27.317+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.createRequest(..) | Result: ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312941900, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]
2026-05-19T00:00:27.323+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.b.l.i.ApiLoggingInterceptor          : Response: POST /api/shift-requests | Status: 200
2026-05-19T00:00:27.340+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/shift-requests/my-requests | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:27.350+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.getMyRequests(..) | Result: [ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]]
2026-05-19T00:00:27.352+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/shift-requests/my-requests | Status: 200
2026-05-19T00:00:31.811+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-3] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/nurses/me/shifts | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:31.821+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-3] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.getMyShifts(..) | Result: [NurseShiftResponseDto [id=1, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-17, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false], NurseShiftResponseDto [id=2, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-18, shiftName=Evening, startTime=14:00, endTime=22:00, isSwapped=false], NurseShiftResponseDto [id=3, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-19, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false]]
2026-05-19T00:00:31.822+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-3] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/nurses/me/shifts | Status: 200
2026-05-19T00:00:34.341+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-2] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/nurses/me | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:34.343+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-2] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.getMyProfile(..) | Result: NurseResponseDto [id=1, employeeCode=ICU-N001, fullName=Nurse ICU-N1, nurseType=PERMANENT, contactPhone=9876510001, contactEmail=icu-n1@hospital.com, departmentName=ICU, username=icu-n1]
2026-05-19T00:00:34.346+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-2] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/nurses/me | Status: 200
2026-05-19T00:00:36.957+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/dashboard/nurse | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:36.965+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.mapToDto(..) | Result: NurseShiftResponseDto [id=3, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-19, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false]
2026-05-19T00:00:36.966+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.mapToDto(..) | Result: ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]
2026-05-19T00:00:36.966+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.backend.logger.aspect.LoggingAspect  : Exiting: DashboardServiceImpl.getNurseDashboard(..) | Result: NurseDashboardDto [upcomingShiftCount=1, pendingRequestCount=1, approvedSwapCount=0, upcomingShifts=[NurseShiftResponseDto [id=3, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-19, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false]], recentRequests=[ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]]]
2026-05-19T00:00:36.967+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/dashboard/nurse | Status: 200
2026-05-19T00:00:43.445+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-6] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/nurses/me/shifts | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:43.451+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-6] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.getMyShifts(..) | Result: [NurseShiftResponseDto [id=1, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-17, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false], NurseShiftResponseDto [id=2, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-18, shiftName=Evening, startTime=14:00, endTime=22:00, isSwapped=false], NurseShiftResponseDto [id=3, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-19, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false]]
2026-05-19T00:00:43.453+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-6] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/nurses/me/shifts | Status: 200
2026-05-19T00:00:46.393+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/dashboard/nurse | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:00:46.406+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.mapToDto(..) | Result: NurseShiftResponseDto [id=3, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-19, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false]
2026-05-19T00:00:46.407+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.mapToDto(..) | Result: ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]
2026-05-19T00:00:46.407+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.backend.logger.aspect.LoggingAspect  : Exiting: DashboardServiceImpl.getNurseDashboard(..) | Result: NurseDashboardDto [upcomingShiftCount=1, pendingRequestCount=1, approvedSwapCount=0, upcomingShifts=[NurseShiftResponseDto [id=3, nurseId=1, nurseFullName=Nurse ICU-N1, shiftDate=2026-05-19, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false]], recentRequests=[ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]]]
2026-05-19T00:00:46.408+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/dashboard/nurse | Status: 200
2026-05-19T00:01:22.133+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-8] c.h.b.l.i.ApiLoggingInterceptor          : Request: POST /api/auth/login | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:01:22.228+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-8] c.h.backend.logger.aspect.LoggingAspect  : Exiting: LoginAttempServiceImpl.loginSucceeded(..) | Result: null
2026-05-19T00:01:22.230+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-8] c.h.backend.logger.aspect.LoggingAspect  : Exiting: AuthServiceImpl.login(..) | Result: com.hwscs.backend.dto.response.LoginResponseDto@75cce206
2026-05-19T00:01:22.232+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-8] c.h.b.l.i.ApiLoggingInterceptor          : Response: POST /api/auth/login | Status: 200
2026-05-19T00:01:35.987+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-9] c.h.b.l.i.ApiLoggingInterceptor          : Request: PUT /api/profile/change-password | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:01:36.221+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-9] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ProfileServiceImpl.changePassword(..) | Result: null
2026-05-19T00:01:36.227+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-9] c.h.b.l.i.ApiLoggingInterceptor          : Response: PUT /api/profile/change-password | Status: 200
2026-05-19T00:01:43.932+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-10] c.h.b.l.i.ApiLoggingInterceptor          : Request: POST /api/auth/login | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:01:44.038+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-10] c.h.backend.logger.aspect.LoggingAspect  : Exiting: LoginAttempServiceImpl.loginFailed(..) | Result: null
2026-05-19T00:01:44.038+05:30 ERROR 18332 --- [backend] [http-nio-8080-exec-10] c.h.backend.logger.aspect.LoggingAspect  : Exception in AuthServiceImpl.login(..) | Message: Invalid Username or Password
2026-05-19T00:01:44.040+05:30  WARN 18332 --- [backend] [http-nio-8080-exec-10] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [com.hwscs.backend.exception.InvalidRequestException: Invalid Username or Password]
2026-05-19T00:01:44.041+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-10] c.h.b.l.i.ApiLoggingInterceptor          : Response: POST /api/auth/login | Status: 400
2026-05-19T00:01:52.373+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.b.l.i.ApiLoggingInterceptor          : Request: POST /api/auth/login | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:01:52.481+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.backend.logger.aspect.LoggingAspect  : Exiting: LoginAttempServiceImpl.loginSucceeded(..) | Result: null
2026-05-19T00:01:52.484+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.backend.logger.aspect.LoggingAspect  : Exiting: AuthServiceImpl.login(..) | Result: com.hwscs.backend.dto.response.LoginResponseDto@6c4edf0c
2026-05-19T00:01:52.486+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-1] c.h.b.l.i.ApiLoggingInterceptor          : Response: POST /api/auth/login | Status: 200
2026-05-19T00:01:52.534+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/dashboard/nurse | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:01:52.544+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.mapToDto(..) | Result: NurseShiftResponseDto [id=6, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-19, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false]
2026-05-19T00:01:52.544+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.mapToDto(..) | Result: ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]
2026-05-19T00:01:52.545+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.backend.logger.aspect.LoggingAspect  : Exiting: DashboardServiceImpl.getNurseDashboard(..) | Result: NurseDashboardDto [upcomingShiftCount=1, pendingRequestCount=1, approvedSwapCount=0, upcomingShifts=[NurseShiftResponseDto [id=6, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-19, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false]], recentRequests=[ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]]]
2026-05-19T00:01:52.546+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-4] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/dashboard/nurse | Status: 200
2026-05-19T00:01:58.130+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-3] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/nurses/me/shifts | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:01:58.137+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-3] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.getMyShifts(..) | Result: [NurseShiftResponseDto [id=4, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-17, shiftName=Evening, startTime=14:00, endTime=22:00, isSwapped=false], NurseShiftResponseDto [id=5, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-18, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false], NurseShiftResponseDto [id=6, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-19, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false]]
2026-05-19T00:01:58.140+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-3] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/nurses/me/shifts | Status: 200
2026-05-19T00:02:00.147+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-2] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/nurses/me/shifts | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:02:00.147+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/nurses/me | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:02:00.153+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.getMyProfile(..) | Result: NurseResponseDto [id=2, employeeCode=ICU-N002, fullName=Nurse ICU-N2, nurseType=CONTRACTUAL, contactPhone=9876510002, contactEmail=icu-n2@hospital.com, departmentName=ICU, username=icu-n2]
2026-05-19T00:02:00.157+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-7] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/nurses/me | Status: 200
2026-05-19T00:02:00.159+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-2] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.getMyShifts(..) | Result: [NurseShiftResponseDto [id=4, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-17, shiftName=Evening, startTime=14:00, endTime=22:00, isSwapped=false], NurseShiftResponseDto [id=5, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-18, shiftName=Night, startTime=22:00, endTime=06:00, isSwapped=false], NurseShiftResponseDto [id=6, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-19, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false]]
2026-05-19T00:02:00.160+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-2] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/nurses/me/shifts | Status: 200
2026-05-19T00:02:00.173+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-6] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/shift-requests/my-requests | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:02:00.177+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-6] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.getMyRequests(..) | Result: [ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]]
2026-05-19T00:02:00.178+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-6] c.h.b.l.i.ApiLoggingInterceptor          : Response: GET /api/shift-requests/my-requests | Status: 200
2026-05-19T00:02:02.007+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.b.l.i.ApiLoggingInterceptor          : Request: GET /api/dashboard/nurse | IP: 0:0:0:0:0:0:0:1
2026-05-19T00:02:02.013+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.backend.logger.aspect.LoggingAspect  : Exiting: NurseServiceImpl.mapToDto(..) | Result: NurseShiftResponseDto [id=6, nurseId=2, nurseFullName=Nurse ICU-N2, shiftDate=2026-05-19, shiftName=Morning, startTime=06:00, endTime=14:00, isSwapped=false]
2026-05-19T00:02:02.015+05:30  INFO 18332 --- [backend] [http-nio-8080-exec-5] c.h.backend.logger.aspect.LoggingAspect  : Exiting: ShiftRequestServiceImpl.mapToDto(..) | Result: ShiftRequestResponseDto [id=1, status=PENDING_PEER, remarks=Shift swap request from nurse dashboard, createdAt=2026-05-19T00:00:27.312942, requesterNurseId=1, requesterNurseName=Nurse ICU-N1, requesterShiftDate=2026-05-19, requesterShiftName=Night, requesterShiftStart=22:00, requesterShiftEnd=06:00, peerNurseId=2, peerNurseName=Nurse ICU-N2, peerShiftDate=2026-05-19, peerShiftName=Morning, peerShiftStart=06:00, peerShiftEnd=14:00]
